,aspect,document,sentiment
1389,FOOD#QUALITY,I ordered the vitello alla marsala and I was pretty impressed.,positive
1390,FOOD#QUALITY,The veal and the mushrooms were cooked perfectly.,positive
1391,FOOD#QUALITY,The potato balls were not dry at all... in fact it was buttery.,positive
1392,RESTAURANT#MISCELLANEOUS,The only downside... they only take cash which is OK if you know about it ahead of time.,negative
1393,RESTAURANT#GENERAL,I'll be back for sure.,positive
1394,RESTAURANT#GENERAL,WORST PLACE ON SMITH STREET IN BROOKLYN,negative
1395,SERVICE#GENERAL,"Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.",negative
1396,RESTAURANT#GENERAL,I would never recommend this place to anybody even for a casual dinner.,negative
1397,RESTAURANT#GENERAL,awesome,positive
1398,FOOD#QUALITY,the food is always fresh ...,positive
1399,FOOD#PRICES,overpriced japanese food with mediocre service,negative
1400,RESTAURANT#GENERAL,Went here on sat 1/26 and was disappointed.,negative
1401,FOOD#STYLE_OPTIONS,Chicken teriyaki had tomato or pimentos on top??,negative
1402,FOOD#QUALITY,food was luke warm.,negative
1403,SERVICE#GENERAL,The waitress was not attentive at all.,negative
1404,FOOD#STYLE_OPTIONS,I was looking for banana tempura for dessert and they dont have.,negative
1405,,Too many other good places to have to settle.,
1406,RESTAURANT#PRICES,"Not because you are ""The Four Seasons""... – you are allowed to charge an arm and a leg for a romatic dinner.",negative
1407,FOOD#QUALITY,"The food was excellent as well as service, however, I left The Four Seasons very dissappointed.",positive
1408,FOOD#PRICES,I do not think dinner in Manhattan should cost $400.00 where I am not swept off my feet.,negative
1409,FOOD#QUALITY,"Red Dragon Roll - my favorite thing to eat, of any food group - hands down",positive
1410,RESTAURANT#GENERAL,Just go to Yamato and order the Red Dragon Roll.,positive
1411,FOOD#QUALITY,"If you don't like it, I don't know what to tell you.",positive
1412,FOOD#QUALITY,The Seafood Dynamite is also otherworldly.,positive
1413,FOOD#QUALITY,I'm not even going to bother to describe it; it speaks for itself.,positive
1414,FOOD#QUALITY,Favorite Sushi in NYC,positive
1415,,"I have eaten at some of the 'best' sushi joints in NYC (Nobu, Bond Street, JewelBako, etc) and Yamato is my favorite.",
1416,AMBIENCE#GENERAL,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",positive
1417,AMBIENCE#GENERAL,"In the summer months, the back garden area is really nice.",positive
1418,FOOD#STYLE_OPTIONS,The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.,positive
1419,FOOD#QUALITY,"The Dancing, White River and Millenium rolls are musts.",positive
1420,RESTAURANT#GENERAL,SO GOOD,positive
1421,RESTAURANT#GENERAL,I CAN EAT HERE EVERY DAY OF THE WEEK REALLY LOL LOVE THIS PLACE ...),positive
1422,FOOD#QUALITY,Gross food – Wow-,negative
1423,FOOD#QUALITY,I can't remember the last time I had such gross food in New York.,negative
1424,FOOD#QUALITY,My quesadilla tasted like it had been made by a three-year old with no sense of proportion or flavor.,negative
1425,FOOD#QUALITY,And $11 for a plate of bland guacamole?,negative
1426,,Come on.,
1427,DRINKS#QUALITY,"Don't get me started on the margaritas, either.",negative
1428,DRINKS#QUALITY,Mine tasted like the bartender had forgotten to add the tequila.,negative
1429,,"Really, I find it rather scandalous that such a crappy restaurant attracts such crowds--this, in the city of a million restaurants, at least 9/10 of which are way better than this one.",
1430,RESTAURANT#GENERAL,Save your money and your time and go somewhere else.,negative
1431,RESTAURANT#GENERAL,"Oh, and I never write reviews--I just was so moved by how bad this place was, I felt it was my duty to spread the word.",negative
1432,FOOD#QUALITY,Great Indian Food!,positive
1433,,This place was reccomended to me by a friend.,
1434,SERVICE#GENERAL,When I got there the place was packed but they made sure to seat me quickly.,positive
1435,FOOD#QUALITY,"The food was good, the place was clean and affordable.",positive
1436,RESTAURANT#MISCELLANEOUS,I noticed alot of indian people eatting there which is a great sign for an indian place!,positive
1437,RESTAURANT#GENERAL,"This is one of my favorite spot, very relaxing the food is great all the times , celebrated my engagement and my wedding here , it was very well organized .",positive
1438,SERVICE#GENERAL,The staff is very good.,positive
1439,DRINKS#STYLE_OPTIONS,Love their drink menu.,positive
1440,AMBIENCE#GENERAL,I highly recommend this beautiful place.,positive
1441,RESTAURANT#MISCELLANEOUS,Nice for one time special occasion.,positive
1442,,Went for Mom's birthday brunch/lunch.,
1443,SERVICE#GENERAL,They honored reservation on Sunday afternoon very well.,positive
1444,,Be aware.,
1445,DRINKS#PRICES,We were offered water for the table but were not told the Voss bottles of water were $8 a piece.,negative
1446,FOOD#QUALITY,Food was OK.,neutral
1447,LOCATION#GENERAL,Nice view of river and NYC.,positive
1448,RESTAURANT#GENERAL,I come here enjoy very much with husband.,positive
1449,RESTAURANT#MISCELLANEOUS,Remind me of home.,positive
1450,SERVICE#GENERAL,Great survice,positive
1451,FOOD#QUALITY,MMMMMMMMMmmmmmm so delicious,positive
1452,AMBIENCE#GENERAL,A beautifully designed dreamy Egyptian restaurant that gets sceney at night.,positive
1453,FOOD#QUALITY,Watch the talented belly dancers as you enjoy delicious baba ganoush that's more lemony than smoky.,positive
1454,AMBIENCE#GENERAL,"Oh, and there's hookah.",positive
1455,SERVICE#GENERAL,Raymond the bartender rocks!,positive
1456,RESTAURANT#MISCELLANEOUS,Pacifico is a great place to casually hang out.,positive
1457,DRINKS#QUALITY,"The drinks are great, especially when made by Raymond.",positive
1458,FOOD#QUALITY,The omlette for brunch is great...,positive
1459,FOOD#QUALITY,"the spinach is fresh, definately not frozen...",positive
1460,FOOD#QUALITY,"quacamole at pacifico is yummy, as are the wings with chimmichuri.",positive
1461,FOOD#QUALITY,A weakness is the chicken in the salads.,negative
1462,FOOD#QUALITY,"It's just average, just shredded, no seasoning on it.",negative
1463,FOOD#QUALITY,"Also, I personally wasn't a fan of the portobello and asparagus mole.",negative
1464,FOOD#QUALITY,"Overall, decent food at a good price, with friendly people.",neutral
1465,RESTAURANT#GENERAL,Best Indian Restaurant in the City,positive
1466,AMBIENCE#GENERAL,Decor needs to be upgraded but the food is amazing!,negative
1467,FOOD#QUALITY,This small Astoria souvlaki spot makes what many consider the best gyros in New York.,positive
1468,,"Small, bright, and clean, BZ Grill stands apart from the usual run of gyro joints, both in Astoria and out.",
1469,FOOD#QUALITY,"What really makes it shine is the food, which is aggressively seasoned with Cyrpriot spices, and all made in-house (even the gyro meat and sausages), and made of much higher quality ingredients that might otherwise be expected.",positive
1470,FOOD#QUALITY,"All the various Greek and Cypriot dishes are excellent, but the gyro is the reason to come--if you don't eat one your trip was wasted.",positive
1471,RESTAURANT#GENERAL,Best restaurant in Brooklyn,positive
1472,RESTAURANT#GENERAL,The best!,positive
1473,FOOD#QUALITY,"Great food, amazing service, this place is a class act.",positive
1474,FOOD#QUALITY,The veal was incredible last night.,positive
1475,FOOD#QUALITY,"Fresh, mind blowing flavors.",positive
1476,RESTAURANT#GENERAL,This place is a must visit!,positive
1477,,You want to have a real hot dog in Brooklyn?,
1478,,Skip Nathan's...you can get that at the mall...go to Bark.,
1479,FOOD#QUALITY,"Delicious, creative and fun.",positive
1480,RESTAURANT#MISCELLANEOUS,Got a date? Go here!,positive
1481,RESTAURANT#MISCELLANEOUS,Every time I have a special occasion with my boyfriend I have a hard time going anywhere else.,positive
1482,AMBIENCE#GENERAL,It is so romantic.,positive
1483,AMBIENCE#GENERAL,"Its dark, and cozy.. there is always jazz music playing when we go.",positive
1484,AMBIENCE#GENERAL,Most of the booths allow you to sit next to eachother without looking like 'that' couple.,positive
1485,FOOD#STYLE_OPTIONS,The food is all shared so we get to order together and eat together.,positive
1486,FOOD#QUALITY,I've enjoyed 99% of the dishes we've ordered with the only exceptions being the occasional too-authentic-for-me dish (I'm a daring eater but not THAT daring).,positive
1487,RESTAURANT#MISCELLANEOUS,Once you try it for a special occasion beware.. you can't stop!,positive
1488,RESTAURANT#MISCELLANEOUS,"You'll be ther for every anniversary, birthday, valentines day...",positive
1489,RESTAURANT#MISCELLANEOUS,For a Fabulous Wedding!,positive
1490,RESTAURANT#MISCELLANEOUS,My daughter's wedding reception at Water's Edge received the highest compliments from our guests.,positive
1491,AMBIENCE#GENERAL,Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,positive
1492,SERVICE#GENERAL,Service was wonderful;,positive
1493,SERVICE#GENERAL,everyone was cheerfully cooperative and helpful.,positive
1494,SERVICE#GENERAL,"Paul, the maitre d', was totally professional and always on top of things.",positive
1495,RESTAURANT#GENERAL,Thank you everyone at Water's Edge.,positive
1496,,"Ruth, mother of the Bride",
1497,RESTAURANT#GENERAL,would NOT go back.,negative
1498,SERVICE#GENERAL,"Service ok but unfriendly,filthy bathroom.",negative
1499,LOCATION#GENERAL,The high prices you're going to pay is for the view not for the food.,neutral
1500,DRINKS#QUALITY,"The bar drinks were Eh, ok to say the least.",negative
1501,FOOD#QUALITY,The stuff tilapia was horrid...tasted like cardboard.,negative
1502,FOOD#QUALITY,"We thought the dessert would be better, Wrong!",negative
1503,RESTAURANT#GENERAL,$170 down the toilet...,negative
1504,AMBIENCE#GENERAL,"oh speaking of bathroom , the mens bathroom was disgusting.",negative
1505,AMBIENCE#GENERAL,"The floor was wet, the trash can filled with hand towels n all over the floor, no soap, and no hand towels left.",negative
1506,,Go to son cubano in edgewater nj instead.,
1507,RESTAURANT#GENERAL,Good Experience,positive
1508,,"During our trip to NYC, we made reservations to dine in the pool room of the Four Seasons for their pre-theater menu (offering a modified menu for $65 pp).",
1509,DRINKS#STYLE_OPTIONS,The wine list was extensive - though the staff did not seem knowledgeable about wine pairings.,positive
1510,FOOD#QUALITY,"The bread we received was horrible - rock hard and cold - and the ""free"" appetizer of olives was disappointing.",negative
1511,FOOD#QUALITY,"However, our main course was wonderful.",positive
1512,FOOD#QUALITY,I had fish and my husband had the filet - both of which exceeded our expectations.,positive
1513,FOOD#QUALITY,"The dessert (we had a pear torte) was good - but, once again, the staff was unable to provide appropriate drink suggestions.",positive
1514,SERVICE#GENERAL,When we inquired about ports - the waitress listed off several but did not know taste variations or cost.,negative
1515,SERVICE#GENERAL,Not what I would expect for the price and prestige of this location.,negative
1516,RESTAURANT#GENERAL,"All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.",positive
1517,AMBIENCE#GENERAL,"short and sweet – seating is great:it's romantic,cozy and private.",positive
1518,AMBIENCE#GENERAL,The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,positive
1519,SERVICE#GENERAL,The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.,positive
1520,FOOD#QUALITY,The food was ok and fair nothing to go crazy.,neutral
1521,,over.,
1522,AMBIENCE#GENERAL,Over all the looks of the place exceeds the actual meals.,positive
1523,RESTAURANT#PRICES,So what you really end up paying for is the restaurant not the food.,negative
1524,RESTAURANT#GENERAL,Will prob. not return but it is a great dinning experience to try atleast once.,negative
1525,RESTAURANT#GENERAL,Impressed...,positive
1526,FOOD#QUALITY,Subtle food and service,positive
1527,SERVICE#GENERAL,Noodle pudding is exactly the type of service and food I enjoy.,positive
1528,SERVICE#GENERAL,"Servers are all different, Greg is my favorite.",positive
1529,SERVICE#GENERAL,"Sometimes tables don't understand his sense of humor but it's refreshing to have a server who has personality, professionalism, and respects the privacy of your dinner.",positive
1530,SERVICE#GENERAL,This is the first place I've been that a runner remembers my order... hope he likes his job because I have half a mind to steal him for my restaurant.,positive
